job_id,job_title,company,domain,location,experience_required,required_skills,job_description
JOB-0389,NLP Engineer,Starlight Media Labs,AI & Machine Learning,"London, UK",Mid Level (2-3 yrs),"Natural Language Processing, CUDA, Git, Python, Kubernetes, Fine-Tuning, NumPy, Deep Learning","Seeking an innovative NLP Engineer to build Generative AI and deep learning workflows. Must have experience with Natural Language Processing, CUDA, Git, Python and deploying models via MLflow. Must have strong hands-on proficiency in Natural Language Processing, CUDA, Git, Python, Kubernetes, Fine-Tuning, NumPy, Deep Learning. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0390,iOS Developer (Swift),ByteCraft Technologies,Mobile Application Development,"Islamabad, PK",Associate (1-2 yrs),"Git, Native Modules, CI/CD for Mobile, Mobile UI/UX Design, State Management (Provider/Bloc/Redux), Flutter","Join our mobile engineering team as a iOS Developer (Swift). You will design scalable client apps, publish apps to app stores, and implement offline features using Git, Native Modules, CI/CD for Mobile, Mobile UI/UX Design. Must have strong hands-on proficiency in Git, Native Modules, CI/CD for Mobile, Mobile UI/UX Design, State Management (Provider/Bloc/Redux), Flutter. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0391,Flutter Developer,Krypton Security,Mobile Application Development,Remote,Associate (1-2 yrs),"Swift, State Management (Provider/Bloc/Redux), REST APIs, Mobile UI/UX Design, React Native, Kotlin, Flutter","We are seeking a creative Flutter Developer to build high-performance mobile applications using Swift, State Management (Provider/Bloc/Redux), REST APIs, Mobile UI/UX Design. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Swift, State Management (Provider/Bloc/Redux), REST APIs, Mobile UI/UX Design, React Native, Kotlin, Flutter. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0392,NLP Engineer,Orbital HealthTech,AI & Machine Learning,"London, UK",Entry Level (0-1 yrs),"Git, REST APIs, MLflow, Scikit-Learn, Transformers, Kubernetes, PyTorch, Mathematics & Linear Algebra","Join our frontier AI team as an NLP Engineer. You will design, train, and deploy state-of-the-art neural networks using Git, REST APIs, MLflow, Scikit-Learn to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Git, REST APIs, MLflow, Scikit-Learn, Transformers, Kubernetes, PyTorch, Mathematics & Linear Algebra. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0393,Cloud Engineer,DataSphere Analytics,Cloud Computing & DevOps,"Dubai, UAE",Mid Level (2-3 yrs),"Docker, Infrastructure as Code, ArgoCD, Linux, Git, Kubernetes, AWS, Terraform","As our Cloud Engineer, you will architect scalable cloud environments using Docker, Infrastructure as Code, ArgoCD, Linux, maintain observability with Kubernetes, and enforce infrastructure security. Must have strong hands-on proficiency in Docker, Infrastructure as Code, ArgoCD, Linux, Git, Kubernetes, AWS, Terraform. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0394,Network Security Associate,Alpha Cloud Systems,Cybersecurity & Information Security,"Dubai, UAE",Associate (1-2 yrs),"Python Scripting, Linux, Wireshark, Splunk, Security Compliance (ISO/NIST), OWASP Top 10, Metasploit, SIEM Tools","Seeking an energetic Network Security Associate to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Python Scripting, Linux, Wireshark, Splunk and Metasploit. Must have strong hands-on proficiency in Python Scripting, Linux, Wireshark, Splunk, Security Compliance (ISO/NIST), OWASP Top 10, Metasploit, SIEM Tools. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0395,DevSecOps Associate,Quantum Digital,Cloud Computing & DevOps,Hybrid,Associate (1-2 yrs),"CI/CD Pipelines, Terraform, AWS, Networking Basics, GitHub Actions, Docker, Cloud Security","As our DevSecOps Associate, you will architect scalable cloud environments using CI/CD Pipelines, Terraform, AWS, Networking Basics, maintain observability with Terraform, and enforce infrastructure security. Must have strong hands-on proficiency in CI/CD Pipelines, Terraform, AWS, Networking Basics, GitHub Actions, Docker, Cloud Security. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0396,Backend Developer,DevTech Innovations,Full Stack & Web Development,"Karachi, PK",Mid Level (2-3 yrs),"MongoDB, JavaScript, Node.js, CSS3, Jest, Git","We are seeking a talented Backend Developer to build responsive, robust web applications using MongoDB, JavaScript, Node.js, CSS3. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in MongoDB, JavaScript, Node.js, CSS3, Jest, Git. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0397,Cross-Platform Mobile Engineer,ByteCraft Technologies,Mobile Application Development,"Dubai, UAE",Mid Level (2-3 yrs),"Git, CI/CD for Mobile, Kotlin, Dart, Mobile UI/UX Design, Flutter, Mobile Architecture, React Native, GraphQL","We are seeking a creative Cross-Platform Mobile Engineer to build high-performance mobile applications using Git, CI/CD for Mobile, Kotlin, Dart. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Git, CI/CD for Mobile, Kotlin, Dart, Mobile UI/UX Design, Flutter, Mobile Architecture, React Native, GraphQL. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0398,React Native Developer,InnoWave Solutions,Mobile Application Development,"Lahore, PK",Mid Level (2-3 yrs),"Offline Storage (SQLite/Hive), Kotlin, React Native, GraphQL, Push Notifications, Flutter, State Management (Provider/Bloc/Redux), Git, REST APIs","We are seeking a creative React Native Developer to build high-performance mobile applications using Offline Storage (SQLite/Hive), Kotlin, React Native, GraphQL. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Offline Storage (SQLite/Hive), Kotlin, React Native, GraphQL, Push Notifications, Flutter, State Management (Provider/Bloc/Redux), Git, REST APIs. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0399,Frontend Developer,Synergy Global,Full Stack & Web Development,"Dubai, UAE",Associate (1-2 yrs),"JavaScript, GraphQL, React, MongoDB, Node.js, Tailwind CSS, Docker, Git","Looking for a Frontend Developer skilled in modern web stacks. You will collaborate with product designers, implement state management using Next.js, and develop backend microservices with JavaScript, GraphQL, React, MongoDB. Must have strong hands-on proficiency in JavaScript, GraphQL, React, MongoDB, Node.js, Tailwind CSS, Docker, Git. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0400,React / Node.js Developer,Synergy Global,Full Stack & Web Development,"London, UK",Associate (1-2 yrs),"Git, SQL, RESTful APIs, Tailwind CSS, CSS3, Redux, PostgreSQL, TypeScript","Join our agile development team as a React / Node.js Developer. You will write clean modular code using Git, SQL, RESTful APIs, Tailwind CSS, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in Git, SQL, RESTful APIs, Tailwind CSS, CSS3, Redux, PostgreSQL, TypeScript. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0401,Quantitative Analyst,Quantum Digital,Data Science & Analytics,"London, UK",Entry Level (0-1 yrs),"Python, NumPy, Scikit-Learn, Airflow, SQL Optimization, Data Visualization, Pandas, Hypothesis Testing","As a Quantitative Analyst, you will design ML pipelines using Python, NumPy, Scikit-Learn, Airflow, optimize database queries, and present findings using Metabase to executive leadership. Must have strong hands-on proficiency in Python, NumPy, Scikit-Learn, Airflow, SQL Optimization, Data Visualization, Pandas, Hypothesis Testing. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0402,Platform Engineer,ByteCraft Technologies,Cloud Computing & DevOps,"Islamabad, PK",Entry Level (0-1 yrs),"GCP, Terraform, Bash Scripting, Kubernetes, GitHub Actions, CI/CD Pipelines, Networking Basics, Azure, Infrastructure as Code, Prometheus","As our Platform Engineer, you will architect scalable cloud environments using GCP, Terraform, Bash Scripting, Kubernetes, maintain observability with Terraform, and enforce infrastructure security. Must have strong hands-on proficiency in GCP, Terraform, Bash Scripting, Kubernetes, GitHub Actions, CI/CD Pipelines, Networking Basics, Azure, Infrastructure as Code, Prometheus. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0403,Cybersecurity Analyst,NexGen AI Labs,Cybersecurity & Information Security,"Islamabad, PK",Entry Level (0-1 yrs),"Incident Response, Network Security, SIEM Tools, Vulnerability Assessment, Wireshark, Security Compliance (ISO/NIST), Python Scripting, Cloud Security Auditing, Ethical Hacking, Linux","We are hiring a vigilant Cybersecurity Analyst to monitor security operations, analyze intrusion alerts using Incident Response, Network Security, SIEM Tools, Vulnerability Assessment, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Incident Response, Network Security, SIEM Tools, Vulnerability Assessment, Wireshark, Security Compliance (ISO/NIST), Python Scripting, Cloud Security Auditing, Ethical Hacking, Linux. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0404,Mobile App Developer,CyberGuard Solutions,Mobile Application Development,"Islamabad, PK",Entry Level (0-1 yrs),"JavaScript, Flutter, Offline Storage (SQLite/Hive), Kotlin, Push Notifications, State Management (Provider/Bloc/Redux), Dart","Join our mobile engineering team as a Mobile App Developer. You will design scalable client apps, publish apps to app stores, and implement offline features using JavaScript, Flutter, Offline Storage (SQLite/Hive), Kotlin. Must have strong hands-on proficiency in JavaScript, Flutter, Offline Storage (SQLite/Hive), Kotlin, Push Notifications, State Management (Provider/Bloc/Redux), Dart. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0405,LLM Applications Engineer,Quantum Digital,AI & Machine Learning,"London, UK",Entry Level (0-1 yrs),"REST APIs, NumPy, Transformers, Computer Vision, Natural Language Processing, Scikit-Learn, MLflow","Seeking an innovative LLM Applications Engineer to build Generative AI and deep learning workflows. Must have experience with REST APIs, NumPy, Transformers, Computer Vision and deploying models via Docker. Must have strong hands-on proficiency in REST APIs, NumPy, Transformers, Computer Vision, Natural Language Processing, Scikit-Learn, MLflow. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0406,LLM Applications Engineer,Krypton Security,AI & Machine Learning,"Lahore, PK",Entry Level (0-1 yrs),"Scikit-Learn, PyTorch, LangChain, Transformers, REST APIs, Mathematics & Linear Algebra, Docker, Fine-Tuning, MLflow","Seeking an innovative LLM Applications Engineer to build Generative AI and deep learning workflows. Must have experience with Scikit-Learn, PyTorch, LangChain, Transformers and deploying models via MLflow. Must have strong hands-on proficiency in Scikit-Learn, PyTorch, LangChain, Transformers, REST APIs, Mathematics & Linear Algebra, Docker, Fine-Tuning, MLflow. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0407,DevSecOps Associate,Orbital HealthTech,Cloud Computing & DevOps,"Islamabad, PK",Associate (1-2 yrs),"Terraform, GCP, CI/CD Pipelines, Bash Scripting, Ansible, Networking Basics, Docker, ArgoCD, Azure","Looking for a high-performing DevSecOps Associate to automate deployment lifecycles, manage container orchestration using Terraform, GCP, CI/CD Pipelines, Bash Scripting, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Terraform, GCP, CI/CD Pipelines, Bash Scripting, Ansible, Networking Basics, Docker, ArgoCD, Azure. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0408,Data Analyst,Quantum Digital,Data Science & Analytics,"Dubai, UAE",Associate (1-2 yrs),"Exploratory Data Analysis, Hypothesis Testing, Git, SQL Optimization, Python, SQL, Pandas","We are seeking a Data Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Exploratory Data Analysis, Hypothesis Testing, Git, SQL Optimization, and build dashboards in Power BI for stakeholders. Must have strong hands-on proficiency in Exploratory Data Analysis, Hypothesis Testing, Git, SQL Optimization, Python, SQL, Pandas. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0409,Web Applications Engineer,Apex FinTech,Full Stack & Web Development,"Lahore, PK",Entry Level (0-1 yrs),"React, Tailwind CSS, CI/CD, HTML5, Microservices Architecture, JavaScript, Git","Looking for a Web Applications Engineer skilled in modern web stacks. You will collaborate with product designers, implement state management using Next.js, and develop backend microservices with React, Tailwind CSS, CI/CD, HTML5. Must have strong hands-on proficiency in React, Tailwind CSS, CI/CD, HTML5, Microservices Architecture, JavaScript, Git. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0410,AI Research Intern,DataSphere Analytics,AI & Machine Learning,"London, UK",Associate (1-2 yrs),"Mathematics & Linear Algebra, TensorFlow, Natural Language Processing, Model Optimization, Scikit-Learn, Deep Learning, PyTorch, REST APIs, HuggingFace","We are hiring a AI Research Intern to scale our ML infrastructure. Responsibilities include training vision and language models using Mathematics & Linear Algebra, TensorFlow, Natural Language Processing, Model Optimization and continuous MLOps pipelines. Must have strong hands-on proficiency in Mathematics & Linear Algebra, TensorFlow, Natural Language Processing, Model Optimization, Scikit-Learn, Deep Learning, PyTorch, REST APIs, HuggingFace. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0411,Cloud Infrastructure Analyst,Quantum Digital,Cloud Computing & DevOps,"Dubai, UAE",Entry Level (0-1 yrs),"Terraform, CI/CD Pipelines, Ansible, Kubernetes, ArgoCD, Cloud Security, Git","We are seeking a Cloud Infrastructure Analyst passionate about automation. You will implement CI/CD pipelines, configure cloud services with Terraform, CI/CD Pipelines, Ansible, Kubernetes, and streamline developer workflows. Must have strong hands-on proficiency in Terraform, CI/CD Pipelines, Ansible, Kubernetes, ArgoCD, Cloud Security, Git. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0412,iOS Developer (Swift),Alpha Cloud Systems,Mobile Application Development,"Dubai, UAE",Associate (1-2 yrs),"State Management (Provider/Bloc/Redux), React Native, Swift, REST APIs, Mobile UI/UX Design, Offline Storage (SQLite/Hive)","Looking for a iOS Developer (Swift) to lead cross-platform app initiatives. You will develop modern interactive UI layouts with State Management (Provider/Bloc/Redux), React Native, Swift, REST APIs and manage local caching with Bloc State Management. Must have strong hands-on proficiency in State Management (Provider/Bloc/Redux), React Native, Swift, REST APIs, Mobile UI/UX Design, Offline Storage (SQLite/Hive). Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0413,Quantitative Analyst,InnoWave Solutions,Data Science & Analytics,"Lahore, PK",Associate (1-2 yrs),"Exploratory Data Analysis, Data Storytelling, Power BI, Scikit-Learn, Python, NumPy, SQL Optimization, SQL, Feature Engineering","We are seeking a Quantitative Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Exploratory Data Analysis, Data Storytelling, Power BI, Scikit-Learn, and build dashboards in Power BI for stakeholders. Must have strong hands-on proficiency in Exploratory Data Analysis, Data Storytelling, Power BI, Scikit-Learn, Python, NumPy, SQL Optimization, SQL, Feature Engineering. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0414,Web Applications Engineer,Krypton Security,Full Stack & Web Development,"Lahore, PK",Associate (1-2 yrs),"Tailwind CSS, Git, RESTful APIs, SQL, React, TypeScript, MongoDB, Node.js","We are seeking a talented Web Applications Engineer to build responsive, robust web applications using Tailwind CSS, Git, RESTful APIs, SQL. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in Tailwind CSS, Git, RESTful APIs, SQL, React, TypeScript, MongoDB, Node.js. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0415,Machine Learning Engineer,Vanguard Systems,AI & Machine Learning,"Dubai, UAE",Entry Level (0-1 yrs),"Deep Learning, TensorFlow, Transformers, CUDA, Python, Scikit-Learn, Git, LangChain","Seeking an innovative Machine Learning Engineer to build Generative AI and deep learning workflows. Must have experience with Deep Learning, TensorFlow, Transformers, CUDA and deploying models via MLflow. Must have strong hands-on proficiency in Deep Learning, TensorFlow, Transformers, CUDA, Python, Scikit-Learn, Git, LangChain. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0416,Cybersecurity Analyst,DevTech Innovations,Cybersecurity & Information Security,"London, UK",Associate (1-2 yrs),"Python Scripting, Security Compliance (ISO/NIST), Network Security, Splunk, Vulnerability Assessment, Linux, SIEM Tools","Join our SecOps team as a Cybersecurity Analyst. You will safeguard critical digital assets, investigate security breaches, and write automated detection scripts with Python Scripting, Security Compliance (ISO/NIST), Network Security, Splunk. Must have strong hands-on proficiency in Python Scripting, Security Compliance (ISO/NIST), Network Security, Splunk, Vulnerability Assessment, Linux, SIEM Tools. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0417,Flutter Developer,DevTech Innovations,Mobile Application Development,"Karachi, PK",Associate (1-2 yrs),"JavaScript, CI/CD for Mobile, Push Notifications, App Store / Play Store Deployment, State Management (Provider/Bloc/Redux), REST APIs, Mobile UI/UX Design","Looking for a Flutter Developer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with JavaScript, CI/CD for Mobile, Push Notifications, App Store / Play Store Deployment and manage local caching with Firebase Cloud Messaging. Must have strong hands-on proficiency in JavaScript, CI/CD for Mobile, Push Notifications, App Store / Play Store Deployment, State Management (Provider/Bloc/Redux), REST APIs, Mobile UI/UX Design. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0418,BI Analyst,Vanguard Systems,Data Science & Analytics,Remote,Associate (1-2 yrs),"NumPy, Statistical Modeling, BigQuery, Power BI, Snowflake, Scikit-Learn, SQL, Data Visualization, Hypothesis Testing","Looking for a motivated BI Analyst to join our analytics team. Key responsibilities include statistical modeling, data cleaning with NumPy, Statistical Modeling, BigQuery, Power BI, and translating data into strategic recommendations. Must have strong hands-on proficiency in NumPy, Statistical Modeling, BigQuery, Power BI, Snowflake, Scikit-Learn, SQL, Data Visualization, Hypothesis Testing. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0419,SOC Analyst,Vanguard Systems,Cybersecurity & Information Security,"Lahore, PK",Mid Level (2-3 yrs),"Metasploit, Cryptography Basics, Burp Suite, Ethical Hacking, SIEM Tools, Vulnerability Assessment, TCP/IP & Firewalls, Splunk","Join our SecOps team as a SOC Analyst. You will safeguard critical digital assets, investigate security breaches, and write automated detection scripts with Metasploit, Cryptography Basics, Burp Suite, Ethical Hacking. Must have strong hands-on proficiency in Metasploit, Cryptography Basics, Burp Suite, Ethical Hacking, SIEM Tools, Vulnerability Assessment, TCP/IP & Firewalls, Splunk. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0420,Frontend Developer,Krypton Security,Full Stack & Web Development,"London, UK",Associate (1-2 yrs),"Express.js, JavaScript, HTML5, Redux, RESTful APIs, React","We are seeking a talented Frontend Developer to build responsive, robust web applications using Express.js, JavaScript, HTML5, Redux. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in Express.js, JavaScript, HTML5, Redux, RESTful APIs, React. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0421,React Native Developer,NexGen AI Labs,Mobile Application Development,"Islamabad, PK",Associate (1-2 yrs),"CI/CD for Mobile, Offline Storage (SQLite/Hive), JavaScript, Git, Swift, Flutter, Native Modules, Mobile UI/UX Design","We are seeking a creative React Native Developer to build high-performance mobile applications using CI/CD for Mobile, Offline Storage (SQLite/Hive), JavaScript, Git. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in CI/CD for Mobile, Offline Storage (SQLite/Hive), JavaScript, Git, Swift, Flutter, Native Modules, Mobile UI/UX Design. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0422,Mobile App Developer,Alpha Cloud Systems,Mobile Application Development,Remote,Associate (1-2 yrs),"Flutter, Mobile Architecture, App Store / Play Store Deployment, React Native, Dart, JavaScript","Looking for a Mobile App Developer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with Flutter, Mobile Architecture, App Store / Play Store Deployment, React Native and manage local caching with Firebase Cloud Messaging. Must have strong hands-on proficiency in Flutter, Mobile Architecture, App Store / Play Store Deployment, React Native, Dart, JavaScript. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0423,Flutter Developer,Synergy Global,Mobile Application Development,Hybrid,Associate (1-2 yrs),"Mobile UI/UX Design, App Store / Play Store Deployment, JavaScript, State Management (Provider/Bloc/Redux), Swift, React Native, Firebase, Native Modules","We are seeking a creative Flutter Developer to build high-performance mobile applications using Mobile UI/UX Design, App Store / Play Store Deployment, JavaScript, State Management (Provider/Bloc/Redux). You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Mobile UI/UX Design, App Store / Play Store Deployment, JavaScript, State Management (Provider/Bloc/Redux), Swift, React Native, Firebase, Native Modules. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0424,BI Analyst,Pulse Software Studio,Data Science & Analytics,"London, UK",Entry Level (0-1 yrs),"Pandas, Feature Engineering, Exploratory Data Analysis, Time Series Forecasting, Power BI, SQL Optimization, Scikit-Learn, Tableau","We are seeking a BI Analyst with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Pandas, Feature Engineering, Exploratory Data Analysis, Time Series Forecasting, and build dashboards in Looker for stakeholders. Must have strong hands-on proficiency in Pandas, Feature Engineering, Exploratory Data Analysis, Time Series Forecasting, Power BI, SQL Optimization, Scikit-Learn, Tableau. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0425,AI Research Intern,Starlight Media Labs,AI & Machine Learning,Remote,Entry Level (0-1 yrs),"Kubernetes, Mathematics & Linear Algebra, Computer Vision, Scikit-Learn, ONNX, Docker, Git","Join our frontier AI team as an AI Research Intern. You will design, train, and deploy state-of-the-art neural networks using Kubernetes, Mathematics & Linear Algebra, Computer Vision, Scikit-Learn to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Kubernetes, Mathematics & Linear Algebra, Computer Vision, Scikit-Learn, ONNX, Docker, Git. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0426,Information Security Specialist,Synergy Global,Cybersecurity & Information Security,"Islamabad, PK",Associate (1-2 yrs),"Incident Response, Linux, Burp Suite, Splunk, Network Security, Vulnerability Assessment, Cloud Security Auditing, Cryptography Basics, Python Scripting, SIEM Tools","We are hiring a vigilant Information Security Specialist to monitor security operations, analyze intrusion alerts using Incident Response, Linux, Burp Suite, Splunk, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Incident Response, Linux, Burp Suite, Splunk, Network Security, Vulnerability Assessment, Cloud Security Auditing, Cryptography Basics, Python Scripting, SIEM Tools. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0427,Machine Learning Analyst,Krypton Security,Data Science & Analytics,"Lahore, PK",Associate (1-2 yrs),"Git, Tableau, Pandas, Seaborn, Airflow, Time Series Forecasting","As a Machine Learning Analyst, you will design ML pipelines using Git, Tableau, Pandas, Seaborn, optimize database queries, and present findings using Looker to executive leadership. Must have strong hands-on proficiency in Git, Tableau, Pandas, Seaborn, Airflow, Time Series Forecasting. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0428,Mobile App Developer,Alpha Cloud Systems,Mobile Application Development,"Karachi, PK",Mid Level (2-3 yrs),"React Native, JavaScript, Git, REST APIs, Flutter, Native Modules, Mobile UI/UX Design, GraphQL","Join our mobile engineering team as a Mobile App Developer. You will design scalable client apps, publish apps to app stores, and implement offline features using React Native, JavaScript, Git, REST APIs. Must have strong hands-on proficiency in React Native, JavaScript, Git, REST APIs, Flutter, Native Modules, Mobile UI/UX Design, GraphQL. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0429,Android Developer (Kotlin),NexGen AI Labs,Mobile Application Development,"Islamabad, PK",Entry Level (0-1 yrs),"Mobile UI/UX Design, React Native, JavaScript, Flutter, CI/CD for Mobile, Firebase, Push Notifications","We are seeking a creative Android Developer (Kotlin) to build high-performance mobile applications using Mobile UI/UX Design, React Native, JavaScript, Flutter. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Mobile UI/UX Design, React Native, JavaScript, Flutter, CI/CD for Mobile, Firebase, Push Notifications. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0430,Cloud Infrastructure Analyst,Vanguard Systems,Cloud Computing & DevOps,Remote,Mid Level (2-3 yrs),"Docker, GCP, AWS, Linux, CI/CD Pipelines, Bash Scripting","We are seeking a Cloud Infrastructure Analyst passionate about automation. You will implement CI/CD pipelines, configure cloud services with Docker, GCP, AWS, Linux, and streamline developer workflows. Must have strong hands-on proficiency in Docker, GCP, AWS, Linux, CI/CD Pipelines, Bash Scripting. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0431,Data Scientist,DataSphere Analytics,Data Science & Analytics,"Dubai, UAE",Entry Level (0-1 yrs),"NumPy, Python, Exploratory Data Analysis, Matplotlib, Data Storytelling","Looking for a motivated Data Scientist to join our analytics team. Key responsibilities include statistical modeling, data cleaning with NumPy, Python, Exploratory Data Analysis, Matplotlib, and translating data into strategic recommendations. Must have strong hands-on proficiency in NumPy, Python, Exploratory Data Analysis, Matplotlib, Data Storytelling. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0432,Backend Developer,Vanguard Systems,Full Stack & Web Development,"Islamabad, PK",Associate (1-2 yrs),"HTML5, PostgreSQL, MongoDB, CSS3, JavaScript, Jest, GraphQL, Next.js","Join our agile development team as a Backend Developer. You will write clean modular code using HTML5, PostgreSQL, MongoDB, CSS3, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in HTML5, PostgreSQL, MongoDB, CSS3, JavaScript, Jest, GraphQL, Next.js. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
